,Unnamed: 0,NameInstance,tot_real_time,tot_cputime,tot_lb,tot_lb_root,tot_heuristic,tot_build_dd,tot_pricing,rel_error,global_lower_bound,global_upper_bound,first_rel_error,nb_generated_col,date,nb_iterations_rvnd,stabilization,alpha,pricing_solver,n,m,first_size_graph,size_after_reduced_cost
1079,1200.0,wt100_046,44.309247,43.910731,22.873212,22.873218,20.684958,0.342841,16.253615,0.000169,219525,219562,0.000169,859,4/10/2019,4,1,0.8,7,100,4,220714,33880
1080,1201.0,wt100_041,115.734996,115.188016,84.139517,84.13952900000002,29.592096999999995,1.438131,64.082316,0.001060,237771,238023,0.001060,1369,4/10/2019,4,1,0.8,8,100,2,487832,97480
1081,1202.0,wt100_041,129.54894299999998,128.60081200000002,93.362499,93.362513,34.494081,0.7248939999999999,67.982383,0.001060,237771,238023,0.001060,1370,4/10/2019,4,1,0.8,2,100,2,487832,77410
1082,1203.0,wt100_046,91.875127,91.202872,69.549113,69.549126,21.030631,0.607772,49.404247,0.000085,422804,422840,0.000085,1371,4/10/2019,4,1,0.8,2,100,2,386326,36006
1083,1205.0,wt100_041,102.667915,101.747711,76.534429,76.53444,23.102413,0.0,69.864213,0.000912,126130,126245,0.000912,622,4/10/2019,4,1,0.8,10,100,4,7294411,346582
1084,1206.0,wt100_016,320.688213,316.293552,286.834139,286.834152,23.8237,0.0,259.817888,0.000277,209061,209119,0.000277,1562,4/10/2019,4,1,0.8,10,100,2,13037135,346895
1085,1208.0,wt100_046,51.473469,51.058326,32.190392,32.190402,18.225098000000006,0.630491,24.97231,0.000164,219526,219562,0.000164,833,4/10/2019,4,1,0.8,8,100,4,220714,35532
1086,1209.0,wt100_046,85.074864,84.56801999999998,61.122657,61.122669,22.768056,0.667437,41.598237,0.000099,422798,422840,0.000099,1365,4/10/2019,4,1,0.8,7,100,2,386326,54764
1087,1210.0,wt100_046,67.889163,67.322367,41.495857,41.495874,25.287936,0.5276270000000001,31.972785,0.000169,219525,219562,0.000169,889,4/10/2019,4,1,0.8,5,100,4,220714,33916
1088,1211.0,wt100_056,29.672329,28.662003,15.091268,15.091277,12.571954,0.982552,9.15046,0.031908,4983,5142,0.031908,648,4/10/2019,4,1,0.8,3,100,2,464214,219901
1089,1212.0,wt100_046,69.218187,68.695851,41.975014,41.975029,26.184529,0.525502,35.040096000000005,0.000164,219526,219562,0.000164,851,4/10/2019,4,1,0.8,6,100,4,220714,33758
1090,1213.0,wt100_056,22.472724,21.275118,10.942934,10.942946,9.675233,0.643958,7.499128999999999,0.018206,3021,3076,0.018206,381,4/10/2019,4,1,0.8,1,100,4,233582,103032
1091,1214.0,wt100_056,16.569314000000002,15.403592000000002,5.942747,5.9427650000000005,8.98303,0.462899,3.182236,0.018206,3021,3076,0.018206,396,4/10/2019,4,1,0.8,3,100,4,233582,104940
1092,1215.0,wt100_056,34.665997999999995,32.229237,21.601665,21.601678,9.61563,0.992135,15.483738,0.031908,4983,5142,0.031908,674,4/10/2019,4,1,0.8,1,100,2,464214,220224
1093,1216.0,wt100_056,32.064166,29.990973,20.284111,20.284119,8.839115,0.8517450000000001,13.239024,0.031908,4983,5142,0.031908,621,4/10/2019,4,1,0.8,4,100,2,464214,222062
1094,1218.0,wt100_056,23.750051000000006,22.852378,13.911119,13.911131,8.488505,0.441963,10.868231,0.018206,3021,3076,0.018206,400,4/10/2019,4,1,0.8,2,100,4,233582,106018
1095,1219.0,wt100_056,18.961045,18.147146,5.539078,5.53909,12.217381,0.378858,2.939459,0.018206,3021,3076,0.018206,386,4/10/2019,4,1,0.8,4,100,4,233582,106050
1096,1220.0,wt100_056,25.904957,25.659212,12.422038,12.422047,12.544211,0.6866720000000001,9.73466,0.018206,3021,3076,0.018206,389,4/10/2019,4,1,0.8,5,100,4,233582,104590
1097,1221.0,wt100_056,23.368213,22.992817,9.830037,9.830045,12.305447,0.838442,7.056713,0.018206,3021,3076,0.018206,396,4/10/2019,4,1,0.8,7,100,4,233582,106468
1098,1222.0,wt100_046,103.925459,103.421169,76.08814699999998,76.088154,26.786477,0.536826,57.085834,0.000099,422798,422840,0.000099,1363,4/10/2019,4,1,0.8,5,100,2,386326,54858
1099,1223.0,wt100_056,24.606345,24.394791,14.780957,14.780968,8.555731,1.047801,11.171779,0.018206,3021,3076,0.018206,386,4/10/2019,4,1,0.8,8,100,4,233582,106432
1100,1224.0,wt100_046,102.722693,102.207572,73.508593,73.508606,28.101352,0.587447,53.95822,0.000085,422804,422840,0.000085,1365,4/10/2019,4,1,0.8,8,100,2,386326,52794
1101,1225.0,wt100_056,43.188088,42.948277,32.537484,32.537492,9.524334,0.871316,25.716023,0.031908,4983,5142,0.031908,648,4/10/2019,4,1,0.8,7,100,2,464214,223050
1102,1226.0,wt100_056,51.531315,50.26207700000001,38.555676,38.555685,10.829551,0.8610329999999999,32.105968,0.031908,4983,5142,0.031908,611,4/10/2019,4,1,0.8,2,100,2,464214,222526
1103,1227.0,wt100_046,114.261394,113.69382,88.355817,88.355825,24.72029,0.606546,69.761095,0.000085,422804,422840,0.000085,1371,4/10/2019,4,1,0.8,6,100,2,386326,52760
1104,1228.0,wt100_056,53.30125,52.976466,39.766504,39.766511,11.686565,1.50589,33.996435,0.031908,4983,5142,0.031908,674,4/10/2019,4,1,0.8,5,100,2,464214,223380
1105,1229.0,wt100_041,165.57456100000005,165.180386,134.199772,134.199778,30.063024,0.909768,111.486263,0.001060,237771,238023,0.001060,1370,4/10/2019,4,1,0.8,6,100,2,487832,94966
1106,1230.0,wt100_056,56.131917,55.86893900000001,46.571279,46.571288,8.425639,0.8606969999999999,39.141478,0.031908,4983,5142,0.031908,634,4/10/2019,4,1,0.8,6,100,2,464214,222856
1107,1231.0,wt100_056,41.025498,40.665718,28.014718,28.014727,12.021499,0.6163649999999999,24.31815,0.018206,3021,3076,0.018206,400,4/10/2019,4,1,0.8,6,100,4,233582,106464
1108,1232.0,wt100_056,58.534199,57.903066,44.061011,44.06102,12.528153,1.293856,36.467769,0.031908,4983,5142,0.031908,621,4/10/2019,4,1,0.8,8,100,2,464214,222878
1109,1233.0,wt100_056,46.82838,46.194486,33.242439000000005,33.24245,10.051591,0.0,29.988803000000004,0.018206,3021,3076,0.018206,402,4/10/2019,4,1,0.8,10,100,4,6364311,2194938
1110,1234.0,wt100_046,94.268175,93.398468,69.201429,69.20143900000001,22.407894,0.0,62.185551,0.000164,219526,219562,0.000164,844,4/10/2019,4,1,0.8,10,100,4,6736191,235911
1111,1236.0,wt100_061,57.3841,56.668261,26.983533,26.98354,29.213135,0.456877,10.160486,0.005530,45392,45643,0.005530,1234,4/10/2019,4,1,0.8,3,100,2,421244,90233
1112,1237.0,wt100_061,46.440688,45.777552,11.495431,11.49544,33.91962,0.344586,6.884411,0.008023,24804,25003,0.008023,721,4/10/2019,4,1,0.8,1,100,4,221086,59179
1113,1238.0,wt100_036,238.432393,236.98359700000003,203.102136,203.102147,28.942297,0.0,186.276596,0.001715,56575,56672,0.001715,1100,4/10/2019,4,1,0.8,10,100,2,12561837,1156286
1114,1239.0,wt100_061,51.075995,50.301947,11.377075,11.377084,38.31625,0.5861770000000001,4.660236,0.008023,24804,25003,0.008023,713,4/10/2019,4,1,0.8,3,100,4,221086,58943
1115,1240.0,wt100_061,51.635109,51.152767,18.04213,18.042143,32.718622,0.379152,10.829581,0.007982,24805,25003,0.007982,700,4/10/2019,4,1,0.8,4,100,4,221086,60286
1116,1241.0,wt100_061,54.046253,53.485108,15.332699,15.332707999999998,37.768119,0.365963,10.965485,0.007982,24805,25003,0.007982,672,4/10/2019,4,1,0.8,2,100,4,221086,60002
1117,1243.0,wt100_061,59.35224100000001,59.027016,21.735168,21.735177,36.662196,0.616916,16.647154,0.008023,24804,25003,0.008023,721,4/10/2019,4,1,0.8,5,100,4,221086,62006
1118,1244.0,wt100_061,73.729457,73.065092,34.137002,34.137011,38.39468,0.5180520000000001,16.149427,0.004865,45422,45643,0.004865,1296,4/10/2019,4,1,0.8,4,100,2,421244,91704
1119,1245.0,wt100_061,88.621186,87.865154,47.35476,47.35477,39.918162,0.582377,28.293435,0.005530,45392,45643,0.005530,1204,4/10/2019,4,1,0.8,1,100,2,421244,90366
1120,1246.0,wt100_061,88.940885,88.278059,49.37724,49.37725,38.439749,0.444811,32.448461,0.005087,45412,45643,0.005087,1254,4/10/2019,4,1,0.8,2,100,2,421244,88422
1121,1247.0,wt100_061,64.478463,63.979456000000006,32.332695,32.33274,30.715139,0.914726,24.575126,0.007982,24805,25003,0.007982,700,4/10/2019,4,1,0.8,8,100,4,221086,62320
1122,1248.0,wt100_061,78.28352199999998,77.83995300000002,31.251665000000006,31.251673,45.984658,0.589118,24.164483,0.007982,24805,25003,0.007982,672,4/10/2019,4,1,0.8,6,100,4,221086,61936
1123,1249.0,wt100_061,75.304521,74.644207,26.567951,26.56796,47.157545,0.896623,19.658614,0.008023,24804,25003,0.008023,713,4/10/2019,4,1,0.8,7,100,4,221086,61790
1124,1250.0,wt100_066,63.272153,62.591756,35.790709,35.790724,26.290044,0.499644,15.45077,0.001416,126396,126575,0.001416,1430,4/10/2019,4,1,0.8,3,100,2,384760,66356
1125,1251.0,wt100_066,71.44370500000002,70.850196,46.549861,46.549868,23.90118,0.39212,27.08477,0.001416,126396,126575,0.001416,1429,4/10/2019,4,1,0.8,1,100,2,384760,66646
1126,1252.0,wt100_056,122.255155,120.835727,101.788393,101.788401,12.075624,0.0,94.767173,0.031908,4983,5142,0.031908,648,4/10/2019,4,1,0.8,10,100,2,12683112,4605361
1127,1253.0,wt100_061,102.500254,102.099748,69.738752,69.738759,31.633508000000006,0.7194649999999999,50.756956,0.004865,45422,45643,0.004865,1296,4/10/2019,4,1,0.8,8,100,2,421244,95416
1128,1254.0,wt100_061,104.789774,104.254822,67.36819799999999,67.368206,35.541666,1.330719,51.60972,0.005530,45392,45643,0.005530,1238,4/10/2019,4,1,0.8,5,100,2,421244,98868
1129,1256.0,wt100_066,46.334345,45.806542,14.045251,14.045259,31.468749,0.278981,9.640758,0.001766,67947,68067,0.001766,678,4/10/2019,4,1,0.8,2,100,4,207436,45234
1130,1257.0,wt100_066,45.85642100000001,45.228945,6.512226,6.5122339999999985,38.421066,0.281497,2.431138,0.001796,67945,68067,0.001796,678,4/10/2019,4,1,0.8,3,100,4,207436,44758
1131,1258.0,wt100_066,84.731884,84.09316899999997,59.100789,59.100798,24.261699,0.7196520000000001,37.35696400000001,0.001337,126406,126575,0.001337,1463,4/10/2019,4,1,0.8,2,100,2,384760,67012
1132,1259.0,wt100_061,110.909906,110.416518,71.829402,71.829412,37.264037,1.305348,47.444883,0.005530,45392,45643,0.005530,1234,4/10/2019,4,1,0.8,7,100,2,421244,98922
1133,1260.0,wt100_066,74.041099,73.307364,50.674809,50.674818,21.968712,0.648807,22.78198,0.001337,126406,126575,0.001337,1408,4/10/2019,4,1,0.8,4,100,2,384760,67384
1134,1261.0,wt100_021,398.560283,391.427946,362.078165,362.078182,23.414652,0.0,325.709113,0.000068,457814,457845,0.000068,1685,4/10/2019,4,1,0.8,10,100,2,14147914,349932
1135,1262.0,wt100_066,56.513314,55.864566,16.498967999999998,16.498978,38.921968,0.423928,11.24717,0.001796,67945,68067,0.001796,633,4/10/2019,4,1,0.8,1,100,4,207436,44788
1136,1263.0,wt100_061,96.135225,94.894451,55.947625,55.947633,36.519012,0.0,50.483511,0.007982,24805,25003,0.007982,683,4/10/2019,4,1,0.8,10,100,4,6075449,464183
1137,1264.0,wt100_066,49.265201,48.878225,17.823593,17.823601999999994,30.571769,0.464407,13.585957,0.001796,67945,68067,0.001796,633,4/10/2019,4,1,0.8,5,100,4,207436,50390
1138,1265.0,wt100_066,54.016408,53.326555000000006,10.257926,10.257945,42.753872,0.300727,5.640393,0.001766,67947,68067,0.001766,695,4/10/2019,4,1,0.8,4,100,4,207436,45402
1139,1266.0,wt100_061,132.569981,132.173509,99.151534,99.151543,32.274729,0.7395619999999999,78.582174,0.005109,45411,45643,0.005109,1245,4/10/2019,4,1,0.8,6,100,2,421244,95048
1140,1268.0,wt100_066,98.894533,98.303369,78.56900999999998,78.569019,19.044816,0.6742520000000001,58.614376,0.001416,126396,126575,0.001416,1429,4/10/2019,4,1,0.8,5,100,2,384760,81860
1141,1269.0,wt100_066,60.667378,60.243236,19.109824,19.109831,40.660407,0.459794,13.729523,0.001796,67945,68067,0.001796,678,4/10/2019,4,1,0.8,7,100,4,207436,50286
1142,1270.0,wt100_066,61.552646,61.05496,22.478604,22.478614,37.80958,0.745987,15.812657000000002,0.001766,67947,68067,0.001766,695,4/10/2019,4,1,0.8,8,100,4,207436,49998
1143,1271.0,wt100_076,0.5659770000000001,0.455051,0.0,0.0,0.0032670000000000004,0.447139,0.0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,4/10/2019,4,1,0.8,1,100,2,453176,0
1144,1272.0,wt100_076,0.7019880000000001,0.597951,0.0,0.0,0.002868,0.590496,0.0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,4/10/2019,4,1,0.8,2,100,2,453176,0
1145,1273.0,wt100_076,0.696326,0.5815170000000001,0.0,0.0,0.002991,0.573864,0.0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,4/10/2019,4,1,0.8,3,100,2,453176,0
1146,1274.0,wt100_076,0.92386,0.788133,0.0,0.0,0.0,0.7832399999999999,0.0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,4/10/2019,4,1,0.8,4,100,2,453176,0
1147,1275.0,wt100_076,1.189729,1.037523,0.0,0.0,0.005026,1.025334,0.0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,4/10/2019,4,1,0.8,5,100,2,453176,0
1148,1276.0,wt100_066,68.819898,68.336011,30.793012,30.79303,37.036593,0.490913,25.0549,0.001766,67947,68067,0.001766,678,4/10/2019,4,1,0.8,6,100,4,207436,49994
1149,1277.0,wt100_071,34.599686,33.919699,12.770714,12.770739,20.859654000000006,0.278733,5.778707,0.000398,170673,170741,0.000398,865,4/10/2019,4,1,0.8,3,100,4,221952,37987
1150,1278.0,wt100_076,1.216233,1.111835,0.0,0.0,0.004856,1.100002,0.0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,4/10/2019,4,1,0.8,6,100,2,453176,0
1151,1279.0,wt100_076,0.8979379999999999,0.7538090000000001,0.0,0.0,0.003975,0.7444310000000001,0.0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,4/10/2019,4,1,0.8,7,100,2,453176,0
1152,1280.0,wt100_066,98.518068,98.107544,78.44285699999998,78.442877,18.951382,0.708209,54.580966,0.001416,126396,126575,0.001416,1430,4/10/2019,4,1,0.8,7,100,2,384760,81540
1153,1282.0,wt100_076,0.469604,0.385573,0.0,0.0,0.002775,0.382391,0.0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,4/10/2019,4,1,0.8,2,100,4,227840,0
1154,1283.0,wt100_076,0.631566,0.546686,0.0,0.0,0.004163,0.538927,0.0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,4/10/2019,4,1,0.8,1,100,4,227840,0
1155,1284.0,wt100_076,1.393873,1.198609,0.0,0.0,0.005717,1.185717,0.0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,4/10/2019,4,1,0.8,8,100,2,453176,0
1156,1285.0,wt100_076,0.542367,0.484662,0.0,0.0,0.0019510000000000005,0.477462,0.0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,4/10/2019,4,1,0.8,3,100,4,227840,0
1157,1286.0,wt100_076,0.642646,0.538654,0.0,0.0,0.005609,0.526697,0.0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,4/10/2019,4,1,0.8,4,100,4,227840,0
1158,1287.0,wt100_076,0.584545,0.529263,0.0,0.0,0.0035380000000000008,0.5210670000000001,0.0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,4/10/2019,4,1,0.8,6,100,4,227840,0
1159,1288.0,wt100_076,1.0425879999999998,0.903055,0.0,0.0,0.005631000000000001,0.8905200000000001,0.0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,4/10/2019,4,1,0.8,5,100,4,227840,0
1160,1289.0,wt100_076,0.967946,0.8440840000000001,0.0,0.0,0.004642,0.8360780000000001,0.0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,4/10/2019,4,1,0.8,7,100,4,227840,0
1161,1291.0,wt100_071,35.826844,35.353736,17.81348,17.813501000000006,17.133072,0.393319,10.363377,0.000393,170674,170741,0.000393,852,4/10/2019,4,1,0.8,4,100,4,221952,39240
1162,1292.0,wt100_076,0.931581,0.860036,0.0,0.0,0.005123,0.8481920000000001,0.0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,4/10/2019,4,1,0.8,8,100,4,227840,0
1163,1294.0,wt100_071,42.174507,41.686704,25.051602,25.051618,16.291791,0.328344,18.460492,0.000393,170674,170741,0.000393,824,4/10/2019,4,1,0.8,2,100,4,221952,38912
1164,1295.0,wt100_076,3.5564940000000003,3.079556,0.0,0.0,0.004915,0.0,0.0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,4/10/2019,4,1,0.8,10,100,4,6214979,0
1165,1296.0,wt100_076,6.4965730000000015,5.6646269999999985,0.0,0.0,0.004968,0.0,0.0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,4/10/2019,4,1,0.8,10,100,2,12377199,0
1166,1297.0,wt100_066,115.58478,115.132517,94.931834,94.931844,19.526883,0.665076,71.73468299999998,0.001337,126406,126575,0.001337,1463,4/10/2019,4,1,0.8,6,100,2,384760,80646
1167,1298.0,wt100_041,299.729964,296.233764,263.833857,263.833863,27.030794,0.0,242.86791,0.001060,237771,238023,0.001060,1380,4/10/2019,4,1,0.8,10,100,2,14623412,546840
1168,1299.0,wt100_071,51.099905,50.36837,29.783927,29.783938,20.205622,0.365823,20.614907,0.000398,170673,170741,0.000398,906,4/10/2019,4,1,0.8,1,100,4,221952,38028
1169,1300.0,wt100_071,48.405293,48.152289,30.470392,30.4704,17.245298000000002,0.427407,23.599222,0.000398,170673,170741,0.000398,906,4/10/2019,4,1,0.8,5,100,4,221952,44434
1170,1302.0,wt100_066,118.93287,118.093848,90.631977,90.631984,26.54403,0.908617,66.521586,0.001337,126406,126575,0.001337,1408,4/10/2019,4,1,0.8,8,100,2,384760,80266
1171,1303.0,wt100_071,41.597345,41.168761,22.459579,22.459594,18.052578,0.634288,15.706109,0.000398,170673,170741,0.000398,865,4/10/2019,4,1,0.8,7,100,4,221952,45842
1172,1304.0,wt100_071,75.10230200000002,74.543389,53.022758,53.022766,21.095108,0.416363,24.886181,0.000095,327300,327331,0.000095,1674,4/10/2019,4,1,0.8,4,100,2,399464,33636
1173,1305.0,wt100_071,82.46713000000003,81.56462900000002,58.955733,58.955744,22.098743,0.495922,20.965935,0.000101,327298,327331,0.000101,1672,4/10/2019,4,1,0.8,3,100,2,399464,32220
1174,1306.0,wt100_071,89.353341,88.70940300000002,64.67176500000001,64.671774,23.425403,0.59602,34.796665999999995,0.000101,327298,327331,0.000101,1601,4/10/2019,4,1,0.8,1,100,2,399464,32174
1175,1307.0,wt100_071,48.258743,47.735111,26.173552,26.173569,21.008466,0.541446,19.201097,0.000393,170674,170741,0.000393,852,4/10/2019,4,1,0.8,8,100,4,221952,45848
1176,1308.0,wt100_066,96.672726,95.485445,62.389239,62.389247,31.405882,0.0,56.408985,0.001766,67947,68067,0.001766,677,4/10/2019,4,1,0.8,10,100,4,5750479,340552
1177,1309.0,wt100_071,64.359716,63.791631,39.143169,39.14318400000001,23.985279,0.652284,32.903628999999995,0.000393,170674,170741,0.000393,824,4/10/2019,4,1,0.8,6,100,4,221952,44332
1178,1311.0,wt100_071,106.136653,105.621142,89.695817,89.695826,15.57063,0.344825,58.043434,0.000095,327300,327331,0.000095,1622,4/10/2019,4,1,0.8,2,100,2,399464,33196
1179,1312.0,wt100_081,34.791327,34.350202,10.402558,10.402565,23.541847,0.393378,5.5891660000000005,0.091512,754,823,0.091512,693,4/10/2019,4,1,0.8,1,100,4,222722,80050
1180,1313.0,wt100_081,33.553769,33.061433,8.140919,8.140928,24.502179,0.402392,3.094557,0.091512,754,823,0.091512,667,4/10/2019,4,1,0.8,3,100,4,222722,80113
1181,1314.0,wt100_046,299.398589,295.235598,262.990049,262.99005800000003,28.294314,0.0,240.414045,0.000085,422804,422840,0.000085,1362,4/10/2019,4,1,0.8,10,100,2,13459072,343610
1182,1315.0,wt100_081,40.745741,39.895888,11.138793,11.138802,28.306776,0.435146,5.664918,0.091512,754,823,0.091512,693,4/10/2019,4,1,0.8,4,100,4,222722,81982
1183,1316.0,wt100_081,42.762933,42.033488,17.805601,17.805611,23.767167,0.450281,12.401074,0.091512,754,823,0.091512,663,4/10/2019,4,1,0.8,2,100,4,222722,80548
