NameInstance,tot_real_time,tot_cputime,tot_lb,tot_lb_root,tot_heuristic,tot_build_dd,tot_pricing,tot_reduce_cost_fixing,rel_error,global_lower_bound,global_upper_bound,first_rel_error,nb_generated_col,date,nb_iterations_rvnd,stabilization,alpha,pricing_solver,n,m,first_size_graph,size_after_reduced_cost,mip_nb_vars,mip_nb_constr,mip_obj_bound,mip_obj_bound_lp,mip_rel_gap,mip_run_time,mip_status,mip_nb_iter_simplex,mip_nb_nodes
wt050_021,2.157002,1.734489,0.298335,0.298339,1.419191,0.000000,0.044482,0.001392,0.000067,59440,59444,0.000067,204,22/6/2020,3,1,0.800000,9,50,4,34699,2052,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_021,5.953852,5.498556,4.239550,4.239592,1.110764,0.141588,3.076096,0.047701,0.000036,111067,111071,0.000036,586,22/6/2020,3,1,0.800000,4,50,2,72373,4494,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_026,0.828040,0.701723,0.162901,0.162905,0.523813,0.000000,0.080133,0.002062,0.000000,26,26,0.000000,155,22/6/2020,3,1,0.800000,9,50,2,61590,43374,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_026,1.177185,1.036365,0.426946,0.426981,0.516080,0.087714,0.342986,0.038445,0.000000,54,54,0.000000,73,22/6/2020,3,1,0.800000,4,50,4,47466,23230,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_026,2.858429,2.585264,1.764940,1.764979,0.668140,0.146672,1.401831,0.107123,0.000000,26,26,0.000000,169,22/6/2020,3,1,0.800000,4,50,2,84348,50786,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_016,11.996445,11.065413,8.813884,8.813888,1.985253,0.000000,7.830064,0.212130,0.001326,46011,46072,0.001326,449,22/6/2020,3,1,0.800000,10,50,2,1467894,84068,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_026,0.592970,0.558680,0.078933,0.078935,0.470161,0.000000,0.025112,0.001042,0.000000,54,54,0.000000,87,22/6/2020,3,1,0.800000,9,50,4,32090,20140,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_021,4.420683,4.101179,2.406872,2.406876,1.550411,0.000000,2.039918,0.120558,0.000067,59440,59444,0.000067,180,22/6/2020,3,1,0.800000,10,50,4,819448,39264,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_031,1.521634,1.389440,0.447093,0.447096,0.932848,0.000000,0.139502,0.002570,0.016827,5289,5378,0.016827,283,22/6/2020,3,1,0.800000,9,50,2,66241,32627,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_026,2.144122,2.082855,1.300661,1.300665,0.639422,0.000000,1.095257,0.113939,0.000000,54,54,0.000000,92,22/6/2020,3,1,0.800000,10,50,4,758766,32781,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_026,3.764830,3.272075,2.391412,2.391415,0.593939,0.000000,2.082281,0.228538,0.000000,26,26,0.000000,96,22/6/2020,3,1,0.800000,10,50,2,1511606,62871,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_031,2.108043,1.801746,0.180980,0.180983,1.605503,0.000000,0.041474,0.001484,0.000000,3061,3061,0.000000,119,22/6/2020,3,1,0.800000,9,50,4,34191,11341,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_031,4.425695,4.268851,2.969402,2.969453,1.136048,0.157337,2.457891,0.093369,0.016827,5289,5378,0.016827,287,22/6/2020,3,1,0.800000,4,50,2,100049,42778,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_031,3.012343,2.917176,1.068331,1.068388,1.736232,0.107063,0.808600,0.060488,0.000000,3061,3061,0.000000,141,22/6/2020,3,1,0.800000,4,50,4,53123,12192,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_021,12.404249,12.120520,10.538719,10.538722,1.284575,0.000000,9.546069,0.228648,0.000036,111067,111071,0.000036,494,22/6/2020,3,1,0.800000,10,50,2,1650124,72874,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_031,3.881530,3.631048,1.668595,1.668598,1.823744,0.000000,1.408082,0.076462,0.000000,3061,3061,0.000000,140,22/6/2020,3,1,0.800000,10,50,4,807512,34928,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_036,2.831183,2.656581,0.503116,0.503118,2.144702,0.000000,0.114171,0.001975,0.004712,18887,18976,0.004712,353,22/6/2020,3,1,0.800000,9,50,2,66629,15431,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_036,2.614328,2.522710,0.388308,0.388311,2.126924,0.000000,0.062497,0.000994,0.003706,10794,10834,0.003706,274,22/6/2020,3,1,0.800000,9,50,4,34479,6195,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_036,4.164543,4.020246,1.905080,1.905146,2.032208,0.074746,1.441897,0.049646,0.003706,10794,10834,0.003706,265,22/6/2020,3,1,0.800000,4,50,4,57415,8618,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_036,7.145305,6.264032,3.632213,3.632264,2.430886,0.190847,3.017089,0.085613,0.004499,18891,18976,0.004499,348,22/6/2020,3,1,0.800000,4,50,2,104508,19439,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_031,10.118273,9.689485,7.998809,7.998813,1.361872,0.000000,7.164540,0.221392,0.016827,5289,5378,0.016827,334,22/6/2020,3,1,0.800000,10,50,2,1625428,447363,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_041,2.853199,2.572544,1.066503,1.066506,1.492992,0.000000,0.211345,0.002432,0.004858,37874,38058,0.004858,478,22/6/2020,3,1,0.800000,9,50,2,63940,16425,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_036,6.148794,5.871355,3.346216,3.346222,2.371499,0.000000,2.787390,0.135185,0.003706,10794,10834,0.003706,257,22/6/2020,3,1,0.800000,10,50,4,814568,56278,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_041,2.553895,2.381317,0.554794,0.554798,1.818043,0.000000,0.077607,0.001389,0.001469,21780,21812,0.001469,295,22/6/2020,3,1,0.800000,9,50,4,33190,4707,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_041,6.658032,5.911401,4.296505,4.296538,1.396213,0.212610,3.508276,0.067335,0.002555,37961,38058,0.002555,423,22/6/2020,3,1,0.800000,4,50,2,98883,16489,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_041,4.143858,3.816724,1.990612,1.990672,1.703440,0.115957,1.486175,0.047420,0.001331,21783,21812,0.001331,285,22/6/2020,3,1,0.800000,4,50,4,58761,7627,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_036,10.879202,10.743460,8.065566,8.065570,2.384673,0.000000,7.229619,0.231761,0.004393,18893,18976,0.004393,353,22/6/2020,3,1,0.800000,10,50,2,1635036,127566,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_041,4.494151,4.321898,2.600088,2.600091,1.561899,0.000000,2.171386,0.087724,0.001331,21783,21812,0.001331,270,22/6/2020,3,1,0.800000,10,50,4,784390,52183,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_046,3.175572,3.069181,1.556626,1.556629,1.502845,0.000000,0.261268,0.002753,0.000366,82077,82107,0.000366,588,22/6/2020,3,1,0.800000,9,50,2,64758,6717,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_046,3.209274,3.156855,1.529602,1.529659,1.529283,0.091805,1.126472,0.034727,0.000135,44452,44458,0.000135,241,22/6/2020,3,1,0.800000,4,50,4,52504,3699,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_051,0.184474,0.146722,0.000000,0.000000,0.001575,0.141219,0.000000,0.000000,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,22/6/2020,3,1,0.800000,4,50,2,90049,0,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_051,0.014273,0.010406,0.000000,0.000000,0.001265,0.000000,0.000000,0.000000,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,22/6/2020,3,1,0.800000,9,50,2,61589,0,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_051,0.342745,0.284112,0.000000,0.000000,0.001103,0.000000,0.000000,0.000000,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,22/6/2020,3,1,0.800000,10,50,2,1511556,0,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_051,0.108699,0.097624,0.000000,0.000000,0.001239,0.094570,0.000000,0.000000,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,22/6/2020,3,1,0.800000,4,50,4,49886,0,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_051,0.012955,0.010385,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,22/6/2020,3,1,0.800000,9,50,4,32089,0,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_046,1.734294,1.679759,0.471539,0.471542,1.198381,0.000000,0.061917,0.001400,0.000157,44451,44458,0.000157,255,22/6/2020,3,1,0.800000,9,50,4,33608,2291,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_051,0.271288,0.165527,0.000000,0.000000,0.001852,0.000000,0.000000,0.000000,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,22/6/2020,3,1,0.800000,10,50,4,758716,0,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_046,6.283628,5.625632,4.288149,4.288191,1.162297,0.173072,3.245324,0.059696,0.000280,82084,82107,0.000280,588,22/6/2020,3,1,0.800000,4,50,2,81113,8761,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_056,1.076057,0.942879,0.198396,0.198400,0.731524,0.000000,0.076767,0.002021,0.042466,730,761,0.042466,171,22/6/2020,3,1,0.800000,9,50,2,57987,31066,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_056,2.815097,2.544900,1.724358,1.724390,0.644908,0.170008,1.402827,0.096829,0.039617,732,761,0.039617,176,22/6/2020,3,1,0.800000,4,50,2,96252,47765,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_056,2.018984,1.917950,0.859416,0.859469,0.970322,0.083520,0.676730,0.047099,0.059480,538,570,0.059480,119,22/6/2020,3,1,0.800000,4,50,4,52216,23252,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_041,12.269665,11.707312,9.932875,9.932879,1.500022,0.000000,8.862752,0.229790,0.002344,37969,38058,0.002344,450,22/6/2020,3,1,0.800000,10,50,2,1569130,96902,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_046,5.236252,4.889961,3.119227,3.119232,1.615972,0.000000,2.608075,0.115272,0.000135,44452,44458,0.000135,236,22/6/2020,3,1,0.800000,10,50,4,794274,39242,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_056,0.881164,0.850887,0.084172,0.084176,0.759346,0.000000,0.021938,0.000666,0.059480,538,570,0.059480,105,22/6/2020,3,1,0.800000,9,50,4,30287,15422,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_056,2.099597,2.015044,0.974804,0.974807,0.912790,0.000000,0.803776,0.082504,0.059480,538,570,0.059480,102,22/6/2020,3,1,0.800000,10,50,4,716352,228688,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_061,2.409182,2.341895,0.829929,0.829932,1.502770,0.000000,0.195373,0.002792,0.014515,13572,13769,0.014515,397,22/6/2020,3,1,0.800000,9,50,2,70226,21746,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_056,5.692663,5.126845,4.052458,4.052462,0.801251,0.000000,3.629218,0.121479,0.042466,730,761,0.042466,192,22/6/2020,3,1,0.800000,10,50,2,1423256,469542,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_061,1.827144,1.795045,0.409542,0.409546,1.371789,0.000000,0.071859,0.001392,0.011356,7837,7926,0.011356,250,22/6/2020,3,1,0.800000,9,50,4,36126,9797,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_061,3.704649,3.528662,2.047073,2.047132,1.378507,0.096816,1.606257,0.055639,0.009682,7850,7926,0.009682,253,22/6/2020,3,1,0.800000,4,50,4,64165,15717,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_046,13.550479,12.924730,10.996010,10.996015,1.653788,0.000000,9.841163,0.282587,0.000268,82085,82107,0.000268,518,22/6/2020,3,1,0.800000,10,50,2,1589222,78323,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_061,6.104853,5.873139,4.155518,4.155567,1.527696,0.183150,3.472550,0.095666,0.013544,13585,13769,0.013544,361,22/6/2020,3,1,0.800000,4,50,2,119645,35271,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_061,4.953017,4.420991,3.152213,3.152217,1.154588,0.000000,2.696104,0.093066,0.009682,7850,7926,0.009682,254,22/6/2020,3,1,0.800000,10,50,4,852854,82045,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_066,2.663028,2.404533,0.944212,0.944217,1.449522,0.000000,0.149067,0.001683,0.001198,40886,40935,0.001198,480,22/6/2020,3,1,0.800000,9,50,2,50687,7264,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_066,2.146899,1.908765,0.633691,0.633696,1.263389,0.000000,0.069922,0.001193,0.001038,23129,23153,0.001038,342,22/6/2020,3,1,0.800000,9,50,4,26687,3633,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_066,4.262777,4.039368,2.327546,2.327612,1.629123,0.076009,1.615171,0.047061,0.000648,23138,23153,0.000648,357,22/6/2020,3,1,0.800000,4,50,4,47011,4957,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_061,10.332925,10.044882,8.285739,8.285742,1.474274,0.000000,7.438917,0.284370,0.013470,13586,13769,0.013470,380,22/6/2020,3,1,0.800000,10,50,2,1723086,190874,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_066,7.316222,6.559333,4.840956,4.841005,1.561451,0.149541,3.660784,0.073510,0.000758,40904,40935,0.000758,514,22/6/2020,3,1,0.800000,4,50,2,83871,8748,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_066,5.848087,5.338729,3.927641,3.927645,1.315747,0.000000,3.140254,0.110891,0.000648,23138,23153,0.000648,362,22/6/2020,3,1,0.800000,10,50,4,631824,36314,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_071,3.731064,3.475579,1.730299,1.730304,1.730237,0.000000,0.262029,0.002760,0.000153,78521,78533,0.000153,604,22/6/2020,3,1,0.800000,9,50,2,63893,4314,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_071,3.121788,2.943683,1.085899,1.085953,1.766470,0.081690,0.828511,0.041610,0.000563,42625,42649,0.000563,182,22/6/2020,3,1,0.800000,4,50,4,50687,7292,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_076,0.185574,0.150904,0.000000,0.000000,0.001126,0.146648,0.000000,0.000000,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,22/6/2020,3,1,0.800000,4,50,2,114293,0,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_076,0.014831,0.004512,0.000000,0.000000,0.000556,0.000000,0.000000,0.000000,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,22/6/2020,3,1,0.800000,9,50,2,73205,0,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_076,0.418195,0.303693,0.000000,0.000000,0.001289,0.000000,0.000000,0.000000,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,22/6/2020,3,1,0.800000,10,50,2,1796148,0,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_076,0.179674,0.112445,0.000000,0.000000,0.001738,0.106749,0.000000,0.000000,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,22/6/2020,3,1,0.800000,4,50,4,60108,0,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_076,0.018613,0.010798,0.000000,0.000000,0.001610,0.000000,0.000000,0.000000,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,22/6/2020,3,1,0.800000,9,50,4,37605,0,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_076,0.261800,0.150052,0.000000,0.000000,0.001772,0.000000,0.000000,0.000000,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,22/6/2020,3,1,0.800000,10,50,4,887636,0,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_071,2.807855,2.528201,0.305359,0.305363,2.203572,0.000000,0.045070,0.001363,0.000704,42619,42649,0.000704,188,22/6/2020,3,1,0.800000,9,50,4,33193,4764,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_066,12.793512,12.414520,10.340902,10.340907,1.835779,0.000000,8.881242,0.219702,0.000758,40904,40935,0.000758,546,22/6/2020,3,1,0.800000,10,50,2,1244304,65544,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_081,1.577600,1.503692,0.461410,0.461414,1.029784,0.000000,0.144816,0.002904,0.007435,538,542,0.007435,258,22/6/2020,3,1,0.800000,9,50,2,67925,34206,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_071,4.602343,4.401046,2.083217,2.083219,2.155259,0.000000,1.740736,0.128578,0.000563,42625,42649,0.000563,178,22/6/2020,3,1,0.800000,10,50,4,784540,50967,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_071,8.814911,8.173498,6.485366,6.485414,1.517524,0.167984,4.831910,0.053956,0.000013,78532,78533,0.000013,697,22/6/2020,3,1,0.800000,4,50,2,83353,2495,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_081,1.731619,1.599840,0.165532,0.165534,1.425447,0.000000,0.035984,0.001365,0.037657,478,496,0.037657,121,22/6/2020,3,1,0.800000,9,50,4,35075,16197,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_081,2.914107,2.619193,1.025189,1.025257,1.459473,0.125228,0.809056,0.055165,0.037657,478,496,0.037657,128,22/6/2020,3,1,0.800000,4,50,4,62750,21594,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_081,5.772707,5.388971,4.271964,4.272005,0.942417,0.169819,3.469984,0.121539,0.007435,538,542,0.007435,335,22/6/2020,3,1,0.800000,4,50,2,120305,53330,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_081,3.586274,3.235055,1.894101,1.894105,1.190281,0.000000,1.604336,0.093403,0.037657,478,496,0.037657,126,22/6/2020,3,1,0.800000,10,50,4,828456,255117,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_086,3.284819,3.120365,0.908259,0.908263,2.201889,0.000000,0.169599,0.002325,0.028758,12240,12592,0.028758,411,22/6/2020,3,1,0.800000,9,50,2,59525,19307,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_081,8.444644,8.256367,6.795691,6.795696,1.092902,0.000000,6.047910,0.232009,0.007435,538,542,0.007435,306,22/6/2020,3,1,0.800000,10,50,2,1666788,550060,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_086,4.558149,4.242882,1.998332,1.998396,2.116842,0.122307,1.566524,0.062536,0.012365,8330,8433,0.012365,249,22/6/2020,3,1,0.800000,4,50,4,59387,16003,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_086,2.731923,2.537316,0.439892,0.439896,2.086158,0.000000,0.065355,0.001261,0.016147,8299,8433,0.016147,243,22/6/2020,3,1,0.800000,9,50,4,31075,7968,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_071,17.060073,16.030674,13.952893,13.952897,1.803718,0.000000,12.278457,0.193916,0.000013,78532,78533,0.000013,663,22/6/2020,3,1,0.800000,10,50,2,1568004,66931,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_086,8.115803,7.465304,4.469166,4.469218,2.793039,0.194918,3.678384,0.087419,0.026159,12271,12592,0.026159,391,22/6/2020,3,1,0.800000,4,50,2,112408,33189,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_091,3.071518,2.792715,1.052621,1.052626,1.732249,0.000000,0.191613,0.002737,0.001353,47285,47349,0.001353,507,22/6/2020,3,1,0.800000,9,50,2,67013,9715,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_086,5.784720,5.633427,3.213859,3.213863,2.259224,0.000000,2.698913,0.086264,0.012365,8330,8433,0.012365,260,22/6/2020,3,1,0.800000,10,50,4,734944,63872,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_091,4.272278,4.177028,1.392313,1.392358,2.662213,0.114807,1.107915,0.041055,0.001281,26546,26580,0.001281,200,22/6/2020,3,1,0.800000,4,50,4,62876,8966,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_091,2.559742,2.468777,0.328721,0.328725,2.129073,0.000000,0.055097,0.001316,0.001583,26538,26580,0.001583,212,22/6/2020,3,1,0.800000,9,50,4,34663,5552,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_086,12.538850,12.016797,9.007032,9.007036,2.755364,0.000000,7.938818,0.218204,0.025908,12274,12592,0.025908,410,22/6/2020,3,1,0.800000,10,50,2,1460988,147501,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_091,8.074538,7.662095,5.501141,5.501188,1.933822,0.219774,4.474021,0.068778,0.001163,47294,47349,0.001163,514,22/6/2020,3,1,0.800000,4,50,2,114906,14497,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
wt050_096,3.266632,3.084483,1.418917,1.418921,1.651619,0.000000,0.251996,0.002845,0.000377,92798,92833,0.000377,545,22/6/2020,3,1,0.800000,9,50,2,67445,6604,0,0,0.000000,0.000000,0.000000,110.000000,0,0.000000,0.000000
