n,m,NameInstance,tot_real_time,tot_cputime,tot_bb,tot_lb,tot_lb_root,tot_heuristic,tot_build_dd,tot_pricing,total_reduce_cost_fixing,rel_error,global_lower_bound,global_upper_bound,first_rel_error,global_upper_bound_root,global_lowerbound_root,nb_generated_col,nb_generated_col_root,first_size_graph,size_after_reduced_cost,nb_nodes_explored,date,nb_iterations_rvnd,stabilization,alpha,pricing_solver,strong_branching,branching_point,refinement,pruning_test,suboptimal_duals,scoring_parameter,scoring_value,use_cpu_time,use_bks,ijoc_review
40,2,wt040_046,3.217065108,3.21706,3.09746,2.94754,2.15683,0.0054,0.09074,2.94113,0.03432,0,34146,34146,0.000263574,34155,34146,1042,553,34756,3056,1,1/07/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,false,no_heuristic
40,2,wt040_051,0.205907165,0.20591,0.04834,0.02867,0.04546,0.00073,0.15171,0.02862,0.02599,0,0,0,0,0,0,1,1,69618,0,0,1/07/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,false,no_heuristic
40,2,wt040_051,0.275004944,0.242956,0.063083,0.056185,0.056189,0.000519,0.175165,0.056129,0.049995,0,0,0,0,0,0,1,1,0,69618,0,21/07/2012,10000,WentgnesStab,0.8,BddBackwardCycle,8,0.5,false,false,false,,,,,heuristic
40,2,wt040_051,0.325091756,0.32509,0.09438,0.06616,0.08574,0.00091,0.22386,0.06609,0.05981,0,0,0,0,0,0,1,1,69618,0,0,30/06/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,true,bks
40,2,wt040_056,10.11518017,10.11518,9.7923,3.98929,2.6707,0.00919,0.26802,3.9502,0.5934,0,1279,1279,0.005503145,1279,1272,391,238,62972,27451,3,30/06/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,true,bks
40,2,wt040_056,25.40025369,25.169598,2.795353,2.231955,1.009769,22.259612,0.110495,2.22765,1.094095,0,1279,1279,0.005503145,1279,1272,307,211,1,62972,27456,21/07/2012,10000,WentgnesStab,0.8,BddBackwardCycle,8,0.5,false,false,false,,,,,heuristic
40,2,wt040_056,4.000177222,4.00018,3.85588,1.53707,1.0124,0.00558,0.13348,1.5201,0.19765,0,1279,1279,0.005503145,1279,1272,357,216,62972,27425,3,1/07/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,false,no_heuristic
40,2,wt040_061,134.8710988,134.8711,134.70289,57.27799,1.90794,0.00939,0.15342,56.85198,3.87013,0,11488,11488,0.022650858,11558,11302,17551,351,69558,23651,60,1/07/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,false,no_heuristic
40,2,wt040_061,138.7218818,138.72188,138.34817,63.93909,4.27246,0.01158,0.35263,63.47284,5.65854,0,11488,11488,0.016457264,11488,11302,10417,344,69558,19630,21,30/06/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,true,bks
40,2,wt040_061,195.5393608,191.826439,157.781897,75.436823,1.840123,33.90953,0.130668,75.265693,44.259181,0,11488,11488,0.016457264,11488,11302,8546,338,18,69558,19494,21/07/2012,10000,WentgnesStab,0.8,BddBackwardCycle,8,0.5,false,false,false,,,,,heuristic
40,2,wt040_066,247.5826044,247.5826,247.38329,83.77036,2.17418,0.00867,0.18608,83.2764,6.53886,0,35279,35279,0.004924566,35303,35130,25929,397,68952,17506,54,1/07/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,false,no_heuristic
40,2,wt040_066,252.4736157,252.47361,252.11478,86.46988,3.44537,0.01148,0.32076,85.81499,8.05592,0,35279,35279,0.004241389,35279,35130,17787,387,68952,15953,38,30/06/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,true,bks
40,2,wt040_066,368.0799493,358.415265,328.016601,128.287531,3.124194,30.199762,0.194714,128.094204,73.475288,0,35279,35279,0.004241389,35279,35130,13731,364,35,68952,15944,21/07/2012,10000,WentgnesStab,0.8,BddBackwardCycle,8,0.5,false,false,false,,,,,heuristic
40,2,wt040_071,17.11199313,17.11199,16.82386,7.55364,5.17582,0.0107,0.24954,7.53146,0.09423,0,47952,47952,0.000354647,47952,47935,1164,537,50128,3953,2,30/06/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,true,bks
40,2,wt040_071,39.44306638,39.44307,39.2962,13.9756,2.41835,0.0083,0.13278,13.92289,0.43482,0,47952,47952,0.000563263,47962,47935,5235,502,50128,5478,10,1/07/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,false,no_heuristic
40,2,wt040_071,46.6614646,45.639233,20.887163,7.315221,2.751812,24.603212,0.144051,7.307341,2.908197,0,47952,47952,0.000354647,47952,47935,739,480,2,50128,4236,21/07/2012,10000,WentgnesStab,0.8,BddBackwardCycle,8,0.5,false,false,false,,,,,heuristic
40,2,wt040_076,0.180095971,0.1801,0.04654,0.02709,0.04373,0.00075,0.12754,0.02704,0.02454,0,0,0,0,0,0,1,1,62410,0,0,1/07/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,false,no_heuristic
40,2,wt040_076,0.220683496,0.189462,0.036171,0.032126,0.032127,0.000921,0.143888,0.032105,0.029262,0,0,0,0,0,0,1,1,0,62410,0,21/07/2012,10000,WentgnesStab,0.8,BddBackwardCycle,8,0.5,false,false,false,,,,,heuristic
40,2,wt040_076,0.358197093,0.3582,0.09977,0.06356,0.09196,0.00124,0.22831,0.06348,0.05876,0,0,0,0,0,0,1,1,62410,0,0,30/06/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,true,bks
40,2,wt040_081,16.90239252,16.90239,16.6151,11.82258,2.77127,0.00785,0.27119,11.68452,1.43899,0,571,571,0.266075387,571,451,1345,281,66352,24516,7,30/06/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,true,bks
40,2,wt040_081,7201.154838,7201.15484,7201.00671,527.14094,1.33261,0.00716,0.13548,518.78142,85.71463,0.217038539,493,600,0.330376939,600,451,317434,273,66352,26284,7586,1/07/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,false,no_heuristic
40,2,wt040_081,79.54024462,78.510088,39.46172,28.5061,2.416074,38.867675,0.178135,28.434601,19.682874,0,571,571,0.266075387,571,451,1785,288,8,66352,24356,21/07/2012,10000,WentgnesStab,0.8,BddBackwardCycle,8,0.5,false,false,false,,,,,heuristic
40,2,wt040_086,13.21691416,13.21691,12.88858,6.77519,4.16843,0.01843,0.28189,6.75118,0.32104,0,6048,6048,0.008672448,6048,5996,1108,403,71928,8431,3,30/06/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,true,bks
40,2,wt040_086,34.44113006,34.44113,34.27458,18.14621,2.49878,0.0088,0.15198,18.00264,2.55231,0,6048,6048,0.013842562,6079,5996,8824,445,71928,10691,23,1/07/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,false,no_heuristic
40,2,wt040_086,44.93498635,44.087542,16.333894,8.64702,3.556132,27.584336,0.163571,8.63419,2.685111,0,6048,6048,0.008672448,6048,5996,1216,407,3,71928,7839,21/07/2012,10000,WentgnesStab,0.8,BddBackwardCycle,8,0.5,false,false,false,,,,,heuristic
40,2,wt040_091,3.9389155,3.93891,3.63831,3.60356,3.62915,0.01303,0.27897,3.59813,0.06858,0,26075,26075,0,26075,26075,415,415,71306,0,0,30/06/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,true,bks
40,2,wt040_091,34.22583397,33.992906,3.401055,3.387416,3.387419,30.366692,0.221941,3.385273,0.591404,0,26075,26075,0,26075,26075,482,482,0,71306,0,21/07/2012,10000,WentgnesStab,0.8,BddBackwardCycle,8,0.5,false,false,false,,,,,heuristic
40,2,wt040_091,6.590246388,6.59024,6.39698,3.01896,2.39424,0.00775,0.18067,3.01052,0.16676,0,26075,26075,0.003183248,26157,26074,664,448,71306,9491,1,1/07/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,false,no_heuristic
40,2,wt040_096,31.96688294,31.491553,6.579364,4.243305,3.279039,24.715483,0.190521,4.239071,1.547655,0,66116,66116,9.08E-05,66116,66110,662,513,1,62500,2291,21/07/2012,10000,WentgnesStab,0.8,BddBackwardCycle,8,0.5,false,false,false,,,,,heuristic
40,2,wt040_096,6.477790454,6.47779,6.25253,3.84036,3.62872,0.00753,0.21094,3.83269,0.08061,0,66116,66116,9.08E-05,66116,66110,670,552,62500,2083,1,30/06/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,true,bks
40,2,wt040_096,8.73710945,8.73711,8.56726,4.8606,2.39685,0.00472,0.16037,4.84727,0.1377,0,66116,66116,0.000529421,66145,66110,1487,496,62500,7464,2,1/07/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,false,no_heuristic
40,2,wt040_101,0.22150772,0.22151,0.05593,0.03611,0.052,0.00066,0.16009,0.03606,0.03295,0,0,0,0,0,0,1,1,74392,0,0,1/07/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,false,no_heuristic
40,2,wt040_101,0.257403772,0.204041,0.0385,0.031853,0.031856,0.000422,0.161204,0.031811,0.02816,0,0,0,0,0,0,1,1,0,74392,0,21/07/2012,10000,WentgnesStab,0.8,BddBackwardCycle,8,0.5,false,false,false,,,,,heuristic
40,2,wt040_101,0.355337022,0.35534,0.08626,0.05059,0.07855,0.00118,0.24195,0.05051,0.04619,0,0,0,0,0,0,1,1,74392,0,0,30/06/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,true,bks
40,2,wt040_106,0.23610353,0.2361,0.06294,0.04203,0.05865,0.00075,0.1668,0.04197,0.03814,0,0,0,0,0,0,1,1,82078,0,0,1/07/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,false,no_heuristic
40,2,wt040_106,0.256418183,0.215875,0.045905,0.038271,0.038275,0.000356,0.169098,0.038214,0.034978,0,0,0,0,0,0,1,1,0,82078,0,21/07/2012,10000,WentgnesStab,0.8,BddBackwardCycle,8,0.5,false,false,false,,,,,heuristic
40,2,wt040_106,0.360830427,0.36083,0.10206,0.06597,0.09485,0.00097,0.24821,0.06589,0.05973,0,0,0,0,0,0,1,1,82078,0,0,30/06/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,true,bks
40,2,wt040_111,37.99086896,37.99087,37.65391,14.6301,3.78403,0.02564,0.28594,14.54768,1.13606,0,17936,17936,0.002179136,17936,17897,3989,396,85720,5892,11,30/06/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,true,bks
40,2,wt040_111,73.47463249,71.814313,44.41863,16.658625,3.054973,27.169974,0.220838,16.630219,7.481364,0,17936,17936,0.002179136,17936,17897,2069,400,7,85720,5732,21/07/2012,10000,WentgnesStab,0.8,BddBackwardCycle,8,0.5,false,false,false,,,,,heuristic
40,2,wt040_111,83.5990667,83.59907,83.39543,32.46476,2.60913,0.01136,0.18671,32.25313,3.81602,0,17936,17936,0.003352517,17957,17897,12247,421,85720,8309,31,1/07/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,false,no_heuristic
40,2,wt040_116,110.9139582,108.608404,73.320768,30.45724,2.924632,35.138775,0.148373,30.412164,15.577408,0,25870,25870,0.004114268,25870,25764,4007,366,8,68976,11745,21/07/2012,10000,WentgnesStab,0.8,BddBackwardCycle,8,0.5,false,false,false,,,,,heuristic
40,2,wt040_116,39.83816758,39.83817,39.64594,17.78302,3.46972,0.00925,0.17714,17.67671,1.31731,0,25870,25870,0.004114268,25870,25764,4174,385,68976,11420,7,30/06/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,true,bks
40,2,wt040_116,46.27892231,46.27892,46.11055,17.93877,2.2015,0.01005,0.15271,17.84185,1.18924,0,25870,25870,0.005977333,25918,25764,5157,397,68976,14815,9,1/07/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,false,no_heuristic
40,2,wt040_121,11.52105061,11.52105,11.23141,4.51297,3.95168,0.01009,0.27261,4.50148,0.14449,0,64516,64516,0.00013952,64516,64507,734,493,68842,1703,2,30/06/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,true,bks
40,2,wt040_121,14.80263624,14.80264,14.62217,6.38558,2.36081,0.00699,0.16802,6.35337,0.27372,0.00E+00,64516,64516,0.001472708,64602,64507,1646,427,68842,14301,2,1/07/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,false,no_heuristic
40,2,wt040_121,31.54493792,30.638307,10.004453,4.717056,3.228283,20.471451,0.157972,4.711774,1.664479,0,64516,64516,0.00013952,64516,64507,573,460,2,68842,2159,21/07/2012,10000,WentgnesStab,0.8,BddBackwardCycle,8,0.5,false,false,false,,,,,heuristic
40,4,wt040_001,2.326736559,2.32674,2.15543,1.14272,0.87098,0.01711,0.12554,1.12835,0.15979,0,439,439,0.002283105,439,438,237,153,29818,10624,3,1/07/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,false,no_heuristic
40,4,wt040_001,2.806595289,2.8066,2.64078,1.56584,1.42714,0.01509,0.14081,1.55422,0.11982,0,439,439,0.002283105,439,438,257,185,29818,10624,2,30/06/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,true,bks
40,4,wt040_001,25.96680749,25.819978,0.511431,0.363935,0.24329,25.246534,0.057489,0.362339,0.089703,0,439,439,0.002283105,439,438,186,140,1,29818,9984,21/07/2012,10000,WentgnesStab,0.8,BddBackwardCycle,8,0.5,false,false,false,,,,,heuristic
40,4,wt040_006,34.684249,34.375649,1.68201,0.964022,0.582774,32.607419,0.078058,0.961332,0.178772,0,2374,2374,0.00084317,2374,2372,220,194,1,30490,5169,21/07/2012,10000,WentgnesStab,0.8,BddBackwardCycle,8,0.5,false,false,false,,,,,heuristic
40,4,wt040_006,7.767352516,7.76735,7.59522,2.67419,1.21435,0.02887,0.13336,2.61359,0.3354,0,2374,2374,0.00084317,2374,2372,791,204,30490,4828,6,30/06/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,true,bks
40,4,wt040_006,7201.089564,7201.08956,7200.94396,159.02298,0.93505,0.02029,0.11512,153.23493,29.77442,0.01095198,2374,2400,0.033305228,2451,2372,151009,193,30490,11932,8019,1/07/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,false,no_heuristic
40,4,wt040_011,171.8987253,171.89873,171.73121,21.07991,0.72106,0.02167,0.11762,20.48486,2.98235,0,5737,5737,0.011857018,5803,5735,11147,192,31252,9275,151,1/07/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,false,no_heuristic
40,4,wt040_011,31.0687804,30.919823,1.116663,0.60267,0.388134,29.748582,0.05059,0.600847,0.128572,0,5737,5737,0.000348736,5737,5735,208,189,1,31252,3760,21/07/2012,10000,WentgnesStab,0.8,BddBackwardCycle,8,0.5,false,false,false,,,,,heuristic
40,4,wt040_011,4.784128889,4.78413,4.61861,1.55275,1.19598,0.02131,0.134,1.53211,0.1044,0,5737,5737,0.000348736,5737,5735,384,206,31252,3858,3,30/06/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,true,bks
40,4,wt040_016,12.53973429,12.53973,12.35696,3.53214,1.87223,0.02313,0.14995,3.50523,0.23216,0,21493,21493,0.000418916,21493,21484,1437,331,34062,2427,8,30/06/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,true,bks
40,4,wt040_016,297.97265,297.97265,297.80089,23.27698,1.21365,0.01832,0.12961,22.91191,3.23405,0,21493,21493,0.001163657,21509,21484,19264,335,34062,4493,697,1/07/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,false,no_heuristic
40,4,wt040_016,54.06010904,51.842568,19.15622,8.628196,1.383401,32.598585,0.083729,8.596602,3.491581,0,21493,21493,0.000418916,21493,21484,1442,227,17,34062,2502,21/07/2012,10000,WentgnesStab,0.8,BddBackwardCycle,8,0.5,false,false,false,,,,,heuristic
40,4,wt040_021,1.793678826,1.79368,1.61631,1.58399,1.61236,0.02276,0.12479,1.5803,0.02711,0,22793,22793,0,22793,22793,317,317,26748,0,0,30/06/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,true,bks
40,4,wt040_021,19.18347018,19.102088,0.656473,0.650961,0.650964,18.398348,0.038851,0.650151,0.181342,0,22793,22793,0,22793,22793,318,318,0,26748,0,21/07/2012,10000,WentgnesStab,0.8,BddBackwardCycle,8,0.5,false,false,false,,,,,heuristic
40,4,wt040_021,4.483547349,4.48355,4.32493,2.39407,1.2711,0.01715,0.1084,2.38166,0.07413,0.00E+00,22793,22793,0.00070197,22809,22793,892,302,26748,4759,1,1/07/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,false,no_heuristic
40,4,wt040_026,1.244799067,1.2448,1.05238,1.0091,1.04214,0.01127,0.15,1.00568,0.07313,0,88,88,0,88,88,122,122,32844,0,0,30/06/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,true,bks
40,4,wt040_026,210.5308389,210.53084,210.38035,10.1128,0.59555,0.01922,0.12067,9.59878,1.98366,0,88,88,0.579545448,139,88,2880,130,32844,19444,52,1/07/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,false,no_heuristic
40,4,wt040_026,27.34509703,27.256859,0.304217,0.300227,0.30023,26.866776,0.081735,0.299792,0.066334,0,88,88,0,88,88,113,113,0,32844,0,21/07/2012,10000,WentgnesStab,0.8,BddBackwardCycle,8,0.5,false,false,false,,,,,heuristic
40,4,wt040_031,3.912441564,3.91244,3.71673,2.12317,1.04208,0.03891,0.14674,2.08701,0.21406,0,2525,2525,0.01161859,2525,2496,422,168,36764,8350,1,30/06/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,true,bks
40,4,wt040_031,40.40642563,40.136636,2.930464,1.882524,0.592724,37.118621,0.079258,1.878396,0.781482,0,2525,2525,0.01161859,2525,2496,342,157,1,36764,8358,21/07/2012,10000,WentgnesStab,0.8,BddBackwardCycle,8,0.5,false,false,false,,,,,heuristic
40,4,wt040_031,91.93689727,91.9369,91.77895,10.54082,0.79668,0.01936,0.12799,10.18322,1.50109,0,2525,2525,0.020432692,2547,2496,4848,183,36764,9945,71,1/07/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,false,no_heuristic
40,4,wt040_036,10.86228981,10.86229,10.65763,3.36211,1.65887,0.03669,0.15846,3.33639,0.18292,0,6420,6420,0.010228167,6420,6355,957,252,37210,7439,4,30/06/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,true,bks
40,4,wt040_036,22.79498032,22.79498,22.62725,6.7886,1.37779,0.02436,0.13162,6.72272,0.46308,0,6420,6420,0.01447679,6447,6355,2790,293,37210,9653,12,1/07/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,false,no_heuristic
40,4,wt040_036,48.04117603,47.205924,14.572733,7.551346,0.618363,32.570642,0.05488,7.534583,3.856338,0,6420,6420,0.010228167,6420,6355,1044,214,4,37210,7441,21/07/2012,10000,WentgnesStab,0.8,BddBackwardCycle,8,0.5,false,false,false,,,,,heuristic
40,4,wt040_041,11.64872519,11.64872,11.42302,3.09044,2.15043,0.03006,0.18591,3.07685,0.08737,0,17685,17685,0.002949016,17685,17633,525,262,36340,7342,2,30/06/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,true,bks
40,4,wt040_041,27.85144984,27.85145,27.66327,7.11158,1.06864,0.01598,0.14284,7.03186,0.58107,0,17685,17685,0.010491692,17818,17633,3129,279,36340,14256,13,1/07/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,false,no_heuristic
40,4,wt040_041,45.15304892,44.460948,12.811572,6.162127,1.528764,31.533767,0.103578,6.15459,3.372001,0,17685,17685,0.002949016,17685,17633,615,193,2,36340,7329,21/07/2012,10000,WentgnesStab,0.8,BddBackwardCycle,8,0.5,false,false,false,,,,,heuristic
40,4,wt040_046,1.906030214,1.90603,1.75489,1.71177,1.7515,0.01343,0.12802,1.70759,0.0256,0,19124,19124,0,19124,19124,354,354,26094,0,0,30/06/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,true,bks
40,4,wt040_046,2.90092438,2.90092,2.74435,1.40009,1.38126,0.01513,0.1168,1.39651,0.0159,0,19124,19124,5.23E-05,19125,19124,434,394,26094,800,1,1/07/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,false,no_heuristic
40,4,wt040_046,27.5944271,27.466395,1.085231,1.076404,1.076407,26.305125,0.067868,1.075502,0.308269,0,19124,19124,0,19124,19124,268,268,0,26094,0,21/07/2012,10000,WentgnesStab,0.8,BddBackwardCycle,8,0.5,false,false,false,,,,,heuristic
40,4,wt040_051,0.112631274,0.084205,0.015386,0.011632,0.011634,0.002977,0.061845,0.011588,0.010265,0,0,0,0,0,0,1,1,0,37056,0,21/07/2012,10000,WentgnesStab,0.8,BddBackwardCycle,8,0.5,false,false,false,,,,,heuristic
40,4,wt040_051,0.234968064,0.23497,0.06867,0.0437,0.0633,0.00246,0.13188,0.0436,0.04031,0,0,0,0,0,0,1,1,37056,0,0,30/06/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,true,bks
40,4,wt040_051,381.1949098,381.19491,381.02041,10.96734,0.42954,0.01827,0.13127,9.96854,0.11582,0,0,0,3000000,3,0,3026,103,37056,37056,54,1/07/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,false,no_heuristic
40,4,wt040_056,10.58569429,10.58569,10.38927,4.34566,1.22492,0.0292,0.14039,4.2237,0.90056,0,826,826,0.035087719,826,798,683,145,34522,14530,7,30/06/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,true,bks
40,4,wt040_056,34.16052262,33.859584,6.310249,3.924379,0.321535,27.471572,0.069605,3.883479,2.515208,0,826,826,0.035087719,826,798,588,121,5,34522,15124,21/07/2012,10000,WentgnesStab,0.8,BddBackwardCycle,8,0.5,false,false,false,,,,,heuristic
40,4,wt040_056,570.4939397,570.49394,570.32646,22.90243,0.59778,0.01501,0.12316,21.83805,4.05271,0,826,826,0.070175439,854,798,9334,159,34522,16719,257,1/07/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,false,no_heuristic
40,4,wt040_061,104.9699408,101.337201,55.775552,21.852712,1.826033,45.46765,0.085244,21.783703,9.435718,0,7357,7357,0.005741627,7357,7315,2738,214,37,37862,5493,21/07/2012,10000,WentgnesStab,0.8,BddBackwardCycle,8,0.5,false,false,false,,,,,heuristic
40,4,wt040_061,40.34073597,40.34074,40.16624,10.43825,2.13417,0.03348,0.13097,10.30952,1.55868,0,7357,7357,0.005741627,7357,7315,3250,244,37862,5564,23,30/06/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,true,bks
40,4,wt040_061,71.17431701,71.17432,70.99049,14.48631,1.34865,0.03348,0.13315,14.33088,1.78662,0,7357,7357,0.010526316,7392,7315,7665,280,37862,8745,68,1/07/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,false,no_heuristic
40,4,wt040_066,28.47237531,28.277428,2.813358,1.986818,1.734476,25.364385,0.095177,1.984583,0.715353,0,20251,20251,0.00019756,20251,20247,317,303,1,38534,1256,21/07/2012,10000,WentgnesStab,0.8,BddBackwardCycle,8,0.5,false,false,false,,,,,heuristic
40,4,wt040_066,3.185427967,3.18543,2.97373,1.86474,1.7856,0.0183,0.16182,1.85899,0.05876,0,20251,20251,0.00019756,20251,20247,362,289,38534,1380,1,30/06/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,true,bks
40,4,wt040_066,5.667151674,5.66715,5.48479,1.78633,1.3729,0.02633,0.14549,1.77928,0.05571,0,20251,20251,0.002074381,20289,20247,555,332,38534,6874,3,1/07/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,false,no_heuristic
40,4,wt040_071,1.31810362,1.3181,1.14425,1.12064,1.13985,0.01659,0.13347,1.11739,0.02368,0.00E+00,26739,26739,0.001458489,26779,26740,315,315,33852,6519,0,1/07/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,false,no_heuristic
40,4,wt040_071,2.250316965,2.25032,2.05817,2.03501,2.05485,0.028,0.13025,2.03014,0.02717,0,26740,26740,0,26740,26740,375,375,33852,0,0,30/06/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,true,bks
40,4,wt040_071,31.04194467,30.928263,1.425989,1.417502,1.417504,29.431455,0.066365,1.416266,0.495613,0,26740,26740,0,26740,26740,381,381,0,33852,0,21/07/2012,10000,WentgnesStab,0.8,BddBackwardCycle,8,0.5,false,false,false,,,,,heuristic
40,4,wt040_076,0.131775944,0.111518,0.020613,0.015878,0.015882,0.001143,0.081322,0.015821,0.014137,0,0,0,0,0,0,1,1,0,34098,0,21/07/2012,10000,WentgnesStab,0.8,BddBackwardCycle,8,0.5,false,false,false,,,,,heuristic
40,4,wt040_076,0.153990381,0.15399,0.03652,0.01714,0.03432,0.00091,0.07334,0.01709,0.01546,0,0,0,0,0,0,1,1,34098,0,0,1/07/2023,2,WentgnesStab,0.8,BddBackwardCycle,18,0.5,false,false,false,ProductScoring,LbScoring,false,false,no_heuristic
